Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Purchase
0,0.0,0,0.0,9,462.5,0.075,0.0875,0.0,0.0,May,1,1,3,3,Returning_Visitor,0,no
0,0.0,0,0.0,6,132.0,0.0,0.033333333,0.0,0.0,May,4,1,3,5,New_Visitor,0,no
0,0.0,0,0.0,23,195.6666667,0.05,0.086363636,0.0,0.4,May,4,1,1,3,Returning_Visitor,0,no
0,0.0,0,0.0,4,992.0,0.0,0.05,0.0,0.2,May,2,2,4,13,Returning_Visitor,0,no
0,0.0,0,0.0,7,63.0,0.028571429,0.057142857,0.0,0.6,May,2,2,4,13,New_Visitor,0,no
0,0.0,0,0.0,17,526.8333333,0.0,0.055882353,0.0,0.0,May,2,2,2,4,Returning_Visitor,1,no
0,0.0,0,0.0,12,417.0,0.1,0.125,0.0,0.6,May,2,5,1,3,Returning_Visitor,0,no
1,115.0,0,0.0,48,1129.214286,0.008163265,0.010945092,0.0,0.0,May,1,1,2,1,Returning_Visitor,0,no
0,0.0,0,0.0,11,272.0,0.0,0.016666667,0.0,0.8,May,2,2,4,4,Returning_Visitor,0,no
0,0.0,0,0.0,26,2676.0,0.030769231,0.04556213,0.0,0.6,May,2,6,2,6,Returning_Visitor,0,no
0,0.0,0,0.0,1,68.0,0.0,0.1,0.0,0.0,May,2,2,3,2,Returning_Visitor,0,no
1,6.0,0,0.0,61,3545.19127,0.008954009,0.057518519,0.0,0.6,May,2,2,4,2,Returning_Visitor,0,no
5,71.66666667,1,4.0,59,1702.369048,0.00078125,0.009867424,6.560625,0.0,May,2,2,6,1,Returning_Visitor,0,yes
0,0.0,0,0.0,6,102.0,0.0,0.033333333,0.0,0.0,May,2,2,1,3,Returning_Visitor,0,no
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,9,4,Returning_Visitor,0,no
0,0.0,0,0.0,3,34.0,0.0,0.066666667,0.0,0.0,May,2,2,3,1,Returning_Visitor,0,no
0,0.0,0,0.0,2,96.0,0.0,0.1,0.0,0.0,May,2,7,4,3,Returning_Visitor,0,no
0,0.0,0,0.0,3,69.0,0.0,0.066666667,0.0,1.0,May,3,2,1,20,Returning_Visitor,1,no
0,0.0,0,0.0,26,745.1666667,0.0,0.020833333,0.0,0.0,May,2,2,4,2,Returning_Visitor,0,no
0,0.0,0,0.0,3,45.0,0.0,0.066666667,0.0,0.0,May,2,5,1,3,Returning_Visitor,0,no
0,0.0,0,0.0,9,110.5,0.0,0.05,0.0,0.6,May,2,4,6,3,Returning_Visitor,0,no
1,32.75,1,11.0,43,2949.55,0.015909091,0.027164502,0.0,0.8,May,3,2,1,13,Returning_Visitor,0,no
1,107.0,0,0.0,27,839.6666667,0.021428571,0.036666667,0.0,0.4,May,3,2,3,13,Returning_Visitor,0,no
0,0.0,0,0.0,16,1432.5,0.0,0.03125,22.319125,0.0,May,1,1,4,4,Returning_Visitor,1,no
0,0.0,0,0.0,57,1384.5,0.010344828,0.034482759,0.0,0.0,May,2,2,3,13,Returning_Visitor,0,no
4,53.0,0,0.0,70,2720.7,0.017506494,0.031513142,4.858842857,0.0,May,3,2,1,13,Returning_Visitor,1,no
7,48.5,0,0.0,9,116.6666667,0.0,0.006666667,0.0,0.4,May,2,2,1,1,Returning_Visitor,0,no
0,0.0,0,0.0,3,278.0,0.0,0.066666667,0.0,0.0,May,1,1,1,15,Returning_Visitor,0,no
0,0.0,0,0.0,5,197.0,0.0,0.06,0.0,0.0,May,2,2,7,3,Returning_Visitor,1,no
2,26.66666667,0,0.0,20,819.2715686,0.007972028,0.043864469,0.0,0.0,May,2,2,1,2,Returning_Visitor,1,no
0,0.0,0,0.0,18,328.3214286,0.0,0.004419192,0.0,0.2,May,3,2,3,6,Returning_Visitor,0,no
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,3,3,Returning_Visitor,0,no
0,0.0,0,0.0,6,34.33333333,0.033333333,0.05,0.0,0.6,May,2,2,2,3,Returning_Visitor,0,no
0,0.0,0,0.0,12,70.0,0.15,0.166666667,0.0,0.4,May,1,1,3,3,Returning_Visitor,0,no
0,0.0,1,110.0,20,402.3333333,0.028571429,0.052154195,0.0,0.6,May,2,2,3,13,Returning_Visitor,0,no
0,0.0,0,0.0,36,576.8333333,0.0,0.019444444,0.0,0.0,May,4,1,1,2,Returning_Visitor,0,no
1,5.0,1,25.0,81,1421.668627,0.0,0.000833333,0.0,0.6,May,2,4,3,4,Returning_Visitor,0,no
2,158.0,0,0.0,12,751.5,0.0,0.014285714,32.02714286,0.0,May,2,2,1,2,Returning_Visitor,0,yes
7,63.16666667,0,0.0,105,4797.987915,0.005607477,0.013726336,8.072426168,0.0,May,2,2,3,1,Returning_Visitor,0,no
8,69.83333333,1,157.0,45,901.9166667,0.007189542,0.02627451,7.802611111,0.0,May,2,2,1,6,Returning_Visitor,0,no
0,0.0,1,8.0,36,1093.154762,0.0,0.001428571,0.0,0.0,May,1,1,6,4,Returning_Visitor,0,no
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,May,3,2,6,3,Returning_Visitor,0,no
0,0.0,0,0.0,38,1417.666667,0.016117216,0.048717949,0.0,1.0,May,2,6,3,6,Returning_Visitor,1,no
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,6,7,3,15,Returning_Visitor,0,no
0,0.0,0,0.0,5,0.0,0.2,0.2,0.0,0.0,May,3,2,6,13,Returning_Visitor,0,no
0,0.0,0,0.0,3,13.0,0.066666667,0.133333333,0.0,0.0,May,3,2,3,3,Returning_Visitor,0,no
0,0.0,0,0.0,50,1156.384921,0.008,0.0355,0.0,0.6,May,2,2,4,1,Returning_Visitor,0,no
0,0.0,0,0.0,8,429.0,0.0,0.05,0.0,0.0,May,2,2,1,2,Returning_Visitor,0,no
0,0.0,0,0.0,51,1424.866667,0.004081633,0.020779221,0.0,0.6,May,2,2,4,1,Returning_Visitor,0,no
0,0.0,0,0.0,27,444.1,0.0,0.016,0.0,0.6,May,2,2,4,3,Returning_Visitor,0,no
0,0.0,0,0.0,5,22.0,0.08,0.12,0.0,0.0,May,3,2,3,13,Returning_Visitor,0,no
0,0.0,0,0.0,7,94.33333333,0.0,0.028571429,0.0,0.0,May,2,5,2,3,Returning_Visitor,0,no
1,4.0,0,0.0,19,760.25,0.0,0.011764706,33.788,0.0,May,1,2,1,3,New_Visitor,0,yes
0,0.0,0,0.0,3,189.0,0.0,0.066666667,0.0,0.0,May,2,2,3,4,Returning_Visitor,0,no
0,0.0,0,0.0,25,981.0,0.024,0.048,15.3956,0.0,May,2,4,3,1,Returning_Visitor,0,yes
4,132.6666667,0,0.0,25,773.5595238,0.0,0.027572016,5.167133333,0.0,May,3,2,2,2,Returning_Visitor,0,yes
6,51.5,0,0.0,29,944.9166667,0.0,0.014285714,49.01914286,0.0,May,2,2,4,2,Returning_Visitor,1,yes
0,0.0,0,0.0,7,155.0,0.066666667,0.1,0.0,0.0,May,2,2,1,4,Returning_Visitor,0,no
4,250.0,0,0.0,11,418.0,0.0,0.014285714,0.0,0.0,May,2,2,1,2,New_Visitor,0,no
1,90.0,1,34.0,57,1092.364286,0.0,0.006321839,19.11506897,0.6,May,2,2,7,4,Returning_Visitor,0,yes
0,0.0,0,0.0,19,485.0833333,0.0,0.011764706,0.0,0.0,May,2,2,1,2,Returning_Visitor,0,no
3,78.0,0,0.0,27,672.5833333,0.0125,0.039583333,8.07853125,0.0,May,2,2,4,4,Returning_Visitor,0,yes
0,0.0,0,0.0,7,151.5,0.0,0.028571429,0.0,0.8,May,2,2,1,4,Returning_Visitor,0,no
11,771.9285714,2,214.1666667,39,1022.474026,0.000833333,0.012361111,52.05165,0.0,May,3,2,1,2,Returning_Visitor,0,yes
1,34.0,0,0.0,11,765.1666667,0.0,0.006666667,0.0,0.0,May,4,1,4,6,Returning_Visitor,0,no
0,0.0,0,0.0,48,2235.0,0.004347826,0.025362319,9.127391304,0.0,May,2,2,7,2,Returning_Visitor,1,no
2,95.0,3,48.0,9,259.5,0.0,0.015384615,0.0,0.0,May,1,1,1,2,Returning_Visitor,0,no
0,0.0,0,0.0,24,324.0,0.104166667,0.131944444,0.0,0.6,May,3,2,6,13,Returning_Visitor,0,no
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,4,1,6,Returning_Visitor,0,no
3,295.6666667,0,0.0,48,2207.833333,0.001041667,0.016921296,0.0,0.0,May,1,8,3,11,Returning_Visitor,0,no
1,20.0,0,0.0,18,512.8333333,0.021052632,0.046491228,4.308315789,0.0,May,1,1,3,3,Returning_Visitor,0,no
0,0.0,0,0.0,8,72.0,0.025,0.05,0.0,0.4,May,2,2,1,4,Returning_Visitor,0,no
0,0.0,0,0.0,72,2347.716667,0.028169014,0.037793427,0.0,0.8,May,3,2,1,13,Returning_Visitor,0,no
0,0.0,0,0.0,4,13.0,0.133333333,0.133333333,0.0,0.4,May,2,5,1,3,Returning_Visitor,0,no
0,0.0,0,0.0,17,287.5,0.066666667,0.087037037,0.0,0.8,May,3,2,4,13,Returning_Visitor,0,no
4,57.0,0,0.0,10,497.1,0.0,0.009848485,0.0,0.0,May,1,1,8,2,Returning_Visitor,0,no
2,45.0,2,31.0,47,1541.327451,0.000653595,0.023288614,0.0,0.8,May,3,3,8,4,Returning_Visitor,0,no
0,0.0,0,0.0,3,125.0,0.05,0.075,0.0,0.8,May,2,2,1,4,Returning_Visitor,0,no
1,34.0,0,0.0,36,646.2857143,0.0,0.005882353,0.0,0.0,May,2,4,6,3,Returning_Visitor,0,no
0,0.0,1,2.0,25,344.3214286,0.00617284,0.033333333,0.0,0.4,May,2,2,1,1,Returning_Visitor,0,no
5,33.66666667,0,0.0,4,21.66666667,0.0,0.02,0.0,0.0,May,2,2,1,5,New_Visitor,0,no
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,3,1,3,Returning_Visitor,0,no
0,0.0,0,0.0,4,4.0,0.125,0.175,0.0,0.8,May,3,2,4,13,Returning_Visitor,0,no
4,24.16666667,0,0.0,56,1977.385088,0.0,0.007471264,0.0,0.4,May,2,2,1,4,Returning_Visitor,0,no
4,58.0,0,0.0,31,806.5,0.0,0.009375,9.7455,0.0,May,2,4,1,4,Returning_Visitor,0,yes
2,11.0,0,0.0,12,347.0,0.0,0.023076923,9.960923077,0.0,May,1,1,3,3,Returning_Visitor,1,yes
3,453.0,3,493.5,36,1199.522619,0.004761905,0.011534392,9.323531746,0.0,May,6,2,2,4,Returning_Visitor,0,no
1,32.0,0,0.0,18,299.5,0.015789474,0.022807018,19.448,0.0,May,2,2,5,1,Returning_Visitor,1,yes
0,0.0,0,0.0,6,747.0,0.033333333,0.066666667,0.0,0.0,May,2,2,3,3,Returning_Visitor,0,no
4,316.5,0,0.0,8,298.6904762,0.0,0.002083333,0.0,0.0,May,3,2,2,2,Returning_Visitor,1,no
2,42.0,0,0.0,17,275.702381,0.04,0.06,0.0,0.6,May,3,2,8,2,Returning_Visitor,0,no
0,0.0,0,0.0,5,95.5,0.0,0.013333333,0.0,0.0,May,2,4,1,3,Returning_Visitor,0,no
0,0.0,0,0.0,13,214.25,0.091666667,0.097777778,0.0,0.8,May,3,2,3,13,Returning_Visitor,0,no
0,0.0,0,0.0,1,207.5702479,0.0,0.007936508,0.0,0.0,Oct,2,2,1,5,Returning_Visitor,0,no
1,63.4,0,0.0,3,120.4,0.0,0.0,42.29306752,0.0,Oct,1,1,3,3,New_Visitor,0,yes
3,152.6,0,0.0,28,608.8833333,0.009375,0.03125,19.82770888,0.0,Jul,2,2,7,13,Returning_Visitor,0,yes
7,56.3,0,0.0,15,315.4,0.0,0.011111111,0.0,0.0,Oct,2,2,1,2,New_Visitor,0,no
0,0.0,0,0.0,20,419.6,0.038095238,0.068253968,0.0,0.0,Aug,3,2,3,3,Returning_Visitor,1,no
2,104.3,0,0.0,48,2307.661212,0.025510204,0.035488428,4.348145623,0.0,Oct,1,1,4,1,Returning_Visitor,1,no
0,0.0,0,0.0,4,41.4,0.075,0.125,0.0,0.0,Jul,3,2,6,1,Returning_Visitor,0,no
4,204.2,0,0.0,31,652.3766667,0.012121212,0.016161616,0.0,0.0,Nov,1,1,6,1,Returning_Visitor,0,no
0,0.0,0,0.0,5,68.4,0.0,0.08,0.0,0.0,June,2,4,2,4,Returning_Visitor,0,no
2,79.6,3,332.08,34,1011.016667,0.018918919,0.043243243,5.128358233,0.0,Oct,2,2,7,1,Returning_Visitor,0,yes
4,159.0,0,0.0,16,307.6166667,0.0,0.010526316,0.0,0.0,Oct,1,1,3,2,Returning_Visitor,1,no
2,47.4,0,0.0,14,478.6,0.04375,0.079166667,0.0,0.0,Jul,4,1,1,4,Returning_Visitor,1,no
3,33.2,0,0.0,10,278.4333333,0.007142857,0.026190476,32.70034468,0.0,Jul,2,2,6,1,Returning_Visitor,0,yes
3,9.5,0,0.0,25,528.9666667,0.007692308,0.037179487,3.296827304,0.0,June,2,2,2,3,Returning_Visitor,0,no
2,55.4,0,0.0,25,402.75,0.015384615,0.034065934,0.0,0.0,Jul,3,2,5,1,Returning_Visitor,0,no
0,0.0,0,0.0,1,0.0,0.1,0.2,0.0,0.0,Jul,2,2,2,5,New_Visitor,1,no
10,1222.4,0,0.0,26,2988.883333,0.0,0.002903226,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,0,no
3,13.73333333,1,2.0,27,407.6833333,0.006666667,0.011555556,0.0,0.0,Jul,2,2,1,4,Returning_Visitor,0,yes
1,23.2,0,0.0,30,964.4666667,0.0,0.003571429,51.03362522,0.0,Oct,2,2,5,2,New_Visitor,0,yes
5,150.7,0,0.0,12,201.6,0.026666667,0.04,0.0,0.0,Oct,1,1,4,2,New_Visitor,0,no
5,66.6,0,0.0,13,523.6,0.0,0.013333333,0.0,0.0,Oct,2,2,6,3,Returning_Visitor,0,no
0,0.0,0,0.0,16,1062.666667,0.0,0.0125,54.56704868,0.0,Sep,4,1,1,4,New_Visitor,0,yes
1,48.4,0,0.0,22,2707.386667,0.0,0.009722222,0.0,0.0,Sep,3,2,1,1,Returning_Visitor,1,no
1,57.4,0,0.0,6,303.1,0.028571429,0.014285714,0.0,0.0,June,1,2,3,2,Returning_Visitor,0,no
0,0.0,0,0.0,2,12.0,0.1,0.1,0.0,0.0,Sep,4,1,1,2,Returning_Visitor,0,no
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Oct,1,1,8,1,Returning_Visitor,1,no
7,38.6,0,0.0,70,1087.7,0.0,0.004861111,0.0,0.0,Oct,2,2,4,5,Returning_Visitor,0,no
3,94.6,0,0.0,16,1254.0,0.0,0.019327731,0.0,0.0,Nov,3,2,7,2,New_Visitor,1,no
6,53.0,0,0.0,40,778.8333333,0.0,0.009469697,8.480846261,0.0,Aug,1,1,1,4,New_Visitor,1,no
3,28.8,5,2195.3,21,378.4,0.02962963,0.030864198,0.0,0.0,Jul,1,1,3,1,Returning_Visitor,0,no
5,46.52,0,0.0,133,2248.914286,0.012077922,0.029349567,6.373770623,0.0,Jul,1,1,1,4,Returning_Visitor,0,yes
6,82.14,0,0.0,12,191.1,0.0,0.0125,0.0,0.0,Nov,2,4,9,4,Returning_Visitor,0,no
0,0.0,0,0.0,11,267.5666667,0.0,0.009090909,7.68745056,0.0,Oct,2,2,1,3,New_Visitor,0,yes
16,932.7971429,0,0.0,40,991.7155466,0.008888889,0.011659808,0.0,0.0,Sep,1,2,1,1,Returning_Visitor,0,no
3,56.8,1,3.0,73,1677.666667,0.010666667,0.040444444,0.0,0.0,June,2,2,7,1,Returning_Visitor,0,no
0,0.0,0,0.0,3,74.6,0.0,0.066666667,0.0,0.0,Jul,3,2,3,4,Returning_Visitor,1,no
2,63.5,0,0.0,104,1667.158421,0.0,0.002547045,0.0,0.0,Jul,2,4,2,1,Returning_Visitor,1,no
1,4.0,0,0.0,8,227.1,0.022222222,0.066666667,0.0,0.0,Aug,2,2,3,13,Returning_Visitor,0,no
18,189.2646154,0,0.0,38,777.4146154,0.004255319,0.016960486,0.0,0.0,Sep,2,2,1,3,Returning_Visitor,1,no
2,196.6,0,0.0,0,0.0,0.0,0.033333333,0.0,0.0,Nov,3,2,9,5,New_Visitor,1,no
1,5.066666667,0,0.0,32,441.6045455,0.0,0.00625,0.0,0.0,Sep,2,2,6,3,New_Visitor,0,no
2,94.7,0,0.0,23,897.19,0.0,0.002898551,0.0,0.0,Aug,3,2,3,2,New_Visitor,1,no
5,82.6,1,14.2,8,66.53333333,0.0,0.02,0.0,0.0,Aug,4,1,3,1,New_Visitor,1,no
0,0.0,0,0.0,22,1321.7,0.0,0.010833333,0.0,0.0,June,2,2,2,13,Returning_Visitor,0,no
6,89.8,0,0.0,26,1570.133333,0.0,0.005357143,0.0,0.0,June,2,2,8,4,New_Visitor,1,no
5,850.0,0,0.0,20,1893.466667,0.0,0.02,0.0,0.0,Oct,2,4,9,2,Returning_Visitor,0,no
0,0.0,0,0.0,26,1114.733333,0.015384615,0.026098901,26.13034871,0.0,Nov,3,2,9,20,Returning_Visitor,1,no
4,585.8,0,0.0,29,1582.533333,0.006666667,0.022222222,0.0,0.0,Oct,2,2,4,1,Returning_Visitor,0,no
0,0.0,2,88.6,35,682.1833333,0.0,0.001388889,0.0,0.0,Jul,1,1,3,1,Returning_Visitor,0,no
0,0.0,0,0.0,8,413.0,0.0,0.0125,0.0,0.0,Sep,1,1,4,3,New_Visitor,0,no
1,16.6,0,0.0,84,1893.619048,0.016825397,0.030138889,0.0,0.0,Oct,1,1,6,3,Returning_Visitor,0,no
4,54.2,1,33.2,64,1324.68,0.0,0.003864734,0.0,0.0,June,2,2,1,4,New_Visitor,0,no
1,11.0,0,0.0,8,98.56666667,0.066666667,0.101666667,0.0,0.0,Sep,1,8,3,1,Returning_Visitor,1,no
2,32.2,1,0.0,20,342.6866667,0.0,0.009090909,0.0,0.0,Aug,2,2,1,4,New_Visitor,0,no
1,136.5,0,0.0,25,806.5,0.0,0.009615385,39.96971545,0.0,Aug,1,1,1,4,Returning_Visitor,1,no
0,0.0,0,0.0,24,348.0333333,0.077777778,0.111111111,0.0,0.0,Oct,1,1,1,3,Returning_Visitor,0,no
1,118.8,0,0.0,8,259.2,0.0,0.007407407,0.0,0.0,Sep,2,2,4,2,New_Visitor,0,no
2,13.0,0,0.0,6,47.13333333,0.04,0.06,20.94544525,0.0,Nov,1,2,2,4,Returning_Visitor,0,no
1,44.0,0,0.0,1,0.0,0.0,0.066666667,0.0,0.0,Sep,1,1,1,5,New_Visitor,0,yes
1,4.0,0,0.0,73,2000.618333,0.0,0.003703704,0.0,0.0,Sep,2,10,7,3,Returning_Visitor,0,no
2,75.05,0,0.0,106,4143.175238,0.019711538,0.03900641,4.484328486,0.0,Aug,3,2,1,1,Returning_Visitor,0,no
1,2.0,6,657.8333333,140,3252.200476,0.005479452,0.024292237,0.0,0.0,Jul,2,2,4,1,Returning_Visitor,0,no
1,4.0,0,0.0,20,471.4777778,0.0,0.004545455,32.95851549,0.0,Jul,1,1,1,4,Returning_Visitor,0,yes
0,0.0,0,0.0,8,458.5,0.025,0.03,0.0,0.0,Sep,3,2,1,11,Returning_Visitor,0,no
0,0.0,0,0.0,4,86.36,0.0625,0.11875,0.0,0.0,Aug,3,2,4,1,Returning_Visitor,1,no
0,0.0,0,0.0,9,152.6,0.044444444,0.096296296,0.0,0.0,June,2,2,1,3,Returning_Visitor,0,no
2,268.08,0,0.0,13,420.2466667,0.042105263,0.064912281,0.0,0.0,Sep,3,2,1,13,Returning_Visitor,1,yes
1,22.2,0,0.0,5,136.1,0.066666667,0.066666667,0.0,0.0,Oct,1,1,1,20,Returning_Visitor,0,yes
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,June,1,1,3,2,Returning_Visitor,0,no
7,68.4,0,0.0,145,5175.377371,0.002666667,0.008978355,2.042762326,0.0,Aug,2,2,1,1,Returning_Visitor,0,yes
24,468.100663,6,191.8666667,189,3428.527381,0.018642295,0.043830926,0.870148477,0.0,June,2,2,2,1,Returning_Visitor,0,no
3,43.2,0,0.0,7,137.0,0.0,0.02,0.0,0.0,June,2,4,6,2,New_Visitor,1,no
2,132.0,1,28.2,35,1356.866667,0.0,0.010526316,0.0,0.0,Oct,2,2,4,13,Returning_Visitor,0,no
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,June,3,2,7,13,Returning_Visitor,0,no
1,80.6,0,0.0,21,479.5857143,0.005,0.010555556,10.89761784,0.0,Oct,1,1,3,2,Returning_Visitor,1,yes
4,26.2,0,0.0,13,131.2,0.0,0.026666667,0.0,0.0,June,1,2,1,5,Returning_Visitor,0,no
2,9.6,3,118.1,10,184.1,0.0,0.035714286,0.0,0.0,June,2,2,8,4,Returning_Visitor,0,no
9,301.0,0,0.0,38,2621.621429,0.021212121,0.044507576,10.72117234,0.0,Nov,2,2,1,13,Returning_Visitor,0,no
2,45.2,0,0.0,19,230.2,0.0,0.019047619,0.0,0.0,Jul,2,2,2,2,New_Visitor,0,no
2,167.4,0,0.0,8,191.15,0.0,0.02,0.0,0.0,Oct,1,1,6,2,New_Visitor,0,no
2,19.4,3,45.26666667,10,136.0666667,0.0,0.052857143,0.0,0.0,Sep,2,2,1,5,Returning_Visitor,0,no
0,0.0,0,0.0,15,2653.5,0.0,0.04,0.0,0.0,Sep,4,1,7,1,Returning_Visitor,0,no
4,459.5,4,199.1,94,6186.17226,0.022541254,0.03820917,3.085103642,0.0,Jul,3,2,8,13,Returning_Visitor,0,no
0,0.0,0,0.0,3,58.4,0.0,0.066666667,0.0,0.0,Jul,2,4,1,2,Returning_Visitor,0,no
0,0.0,0,0.0,24,1163.266667,0.061111111,0.083333333,27.287869,0.0,Oct,1,1,4,1,Returning_Visitor,1,yes
2,42.2,0,0.0,17,440.2261905,0.026315789,0.023684211,0.0,0.0,Jul,3,2,3,1,Returning_Visitor,0,no
0,0.0,0,0.0,20,545.1,0.01,0.031666667,0.0,0.0,Jul,3,2,8,4,Returning_Visitor,0,no
0,0.0,0,0.0,13,517.4,0.0,0.034285714,4.856377111,0.0,Nov,2,2,1,20,Returning_Visitor,1,yes
0,0.0,0,0.0,3,275.0,0.0,0.05,32.89701477,0.0,Oct,3,2,2,2,New_Visitor,0,yes
3,69.6,0,0.0,9,199.1333333,0.0,0.006060606,0.0,0.0,Jul,1,1,1,2,New_Visitor,0,no
0,0.0,0,0.0,24,583.0,0.0,0.025,0.0,0.0,Jul,2,2,1,4,Returning_Visitor,0,no
6,66.55,0,0.0,41,1556.523333,0.005681818,0.012878788,0.0,0.0,Aug,3,2,1,4,Returning_Visitor,1,no
8,103.7333333,0,0.0,17,328.3,0.0,0.010526316,0.0,0.0,June,3,2,8,2,New_Visitor,1,no
4,60.4,0,0.0,11,572.6,0.0,0.013333333,0.0,0.0,Oct,2,2,7,4,Returning_Visitor,1,no
2,423.6,0,0.0,46,2031.506667,0.013043478,0.023913043,0.0,0.0,Aug,2,2,4,1,Returning_Visitor,0,no
5,148.5,0,0.0,25,307.7,0.007692308,0.034615385,0.0,0.0,Oct,4,1,9,3,Returning_Visitor,1,no
8,628.3666667,1,0.0,131,4044.465674,0.008889185,0.030612404,0.0,0.0,Aug,1,1,3,2,Returning_Visitor,0,no
1,13.1,0,0.0,111,4208.752099,0.003477744,0.015856149,0.0,0.0,Jul,2,2,1,1,Returning_Visitor,1,no
3,118.0,0,0.0,32,791.8,0.021621622,0.046846847,1.297677921,0.0,Sep,2,2,1,3,Returning_Visitor,0,no
4,61.63333333,0,0.0,33,1804.011111,0.0,0.005022447,41.64590199,0.0,Nov,2,2,2,2,Returning_Visitor,0,yes
3,11.6,0,0.0,25,510.38,0.007692308,0.023076923,0.0,0.0,Oct,2,2,2,1,Returning_Visitor,0,no
0,0.0,0,0.0,5,87.6,0.0,0.04,0.0,0.0,Aug,2,4,1,1,Returning_Visitor,0,no
3,36.3,0,0.0,13,309.55,0.0,0.029166667,0.0,0.0,June,2,2,3,1,Returning_Visitor,0,no
3,498.6,1,152.2,25,1556.491429,0.036206897,0.067624521,5.689147469,0.0,Jul,2,5,4,1,Returning_Visitor,1,yes
1,23.2,0,0.0,27,1061.55,0.003703704,0.018518519,43.29821166,0.0,Aug,2,2,6,5,Returning_Visitor,0,yes
4,194.4,0,0.0,12,182.5142857,0.0,0.001666667,0.0,0.0,Oct,1,1,6,2,Returning_Visitor,0,no
3,28.65,0,0.0,9,75.05,0.066666667,0.111111111,0.0,0.0,Sep,3,2,4,3,Returning_Visitor,0,no
2,66.5,0,0.0,5,118.5,0.0,0.042857143,0.0,0.0,June,2,2,7,2,Returning_Visitor,0,no
2,83.6,1,0.0,18,1219.7,0.0,0.00952381,16.36245374,0.0,Aug,2,2,1,4,New_Visitor,0,yes
0,0.0,0,0.0,32,893.45,0.0,0.011458333,0.0,0.0,Oct,4,1,1,5,Returning_Visitor,0,no
0,0.0,0,0.0,6,268.4,0.0,0.04,0.0,0.0,Jul,2,4,9,6,Returning_Visitor,0,no
1,11.0,0,0.0,1,0.0,0.0,0.1,0.0,0.0,Aug,2,6,1,3,Returning_Visitor,0,no
0,0.0,0,0.0,45,2347.333333,0.004545455,0.015909091,0.0,0.0,Nov,2,4,1,1,Returning_Visitor,0,no
7,79.2,0,0.0,30,1011.916667,0.0,0.018285714,12.9058765,0.0,Sep,2,2,4,4,Returning_Visitor,0,no
0,0.0,1,0.0,7,1646.2,0.025,0.075,0.0,0.0,June,2,2,1,2,Returning_Visitor,0,no
5,35.7,5,95.65,95,2383.139223,0.019666667,0.036723457,0.0,0.0,Aug,3,2,1,3,Returning_Visitor,0,no
3,59.79,0,0.0,39,752.56,0.0,0.000696864,0.0,0.0,Nov,2,4,1,2,New_Visitor,0,no
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Jul,1,1,1,1,Returning_Visitor,0,no
1,15.2,0,0.0,6,199.6,0.0,0.014285714,0.0,0.0,Oct,1,8,2,6,New_Visitor,0,no
5,77.0,0,0.0,94,3210.848218,0.00212766,0.020921986,0.0,0.0,Oct,2,2,3,2,Returning_Visitor,1,no
0,0.0,2,38.2,39,873.0,0.01,0.02,0.0,0.0,Sep,1,1,1,4,Returning_Visitor,0,no
0,0.0,0,0.0,28,512.7166667,0.007142857,0.013571429,1.401949127,0.0,Jul,2,2,7,1,Returning_Visitor,1,yes
2,8.0,2,90.2,13,1286.050476,0.0125,0.019886364,0.0,0.0,Aug,2,2,3,2,Returning_Visitor,0,no
0,0.0,0,0.0,9,140.2,0.0,0.044444444,0.0,0.0,Sep,2,2,9,2,New_Visitor,1,no
1,11.0,0,0.0,6,43.7,0.0,0.057142857,0.0,0.0,Oct,2,2,1,2,Returning_Visitor,0,no
4,28.73333333,0,0.0,12,243.75,0.0,0.038571429,8.150811238,0.0,June,3,2,4,2,Returning_Visitor,1,yes
1,53.4,0,0.0,18,539.5,0.011111111,0.018888889,0.0,0.0,Oct,2,2,3,1,Returning_Visitor,0,no
2,13.0,0,0.0,16,346.3866667,0.0,0.029411765,0.0,0.0,Jul,3,2,3,4,Returning_Visitor,0,no
9,358.2583333,3,377.4333333,64,5738.902193,0.0,0.020187793,12.08836478,0.0,Oct,2,2,1,13,Returning_Visitor,0,yes
0,0.0,0,0.0,8,64.6,0.05,0.075,0.0,0.0,Jul,2,2,2,13,Returning_Visitor,0,no
0,0.0,0,0.0,26,559.56,0.008,0.008,0.0,0.0,Jul,1,1,4,4,Returning_Visitor,0,no
2,82.6,0,0.0,10,352.0,0.0,0.007692308,27.19298393,0.0,Sep,2,2,1,2,New_Visitor,1,yes
